id,class,abstract
439,U,Stump v. Sparkman (435 U.S. 349): The Supreme Court of the United States hands down a 5
440,D,The 50th Academy Awards ceremony
441,U,President Jimmy Carter decides to postpone production of the neutron bomb
442,U,The Volkswagen Westmoreland Assembly plant near New Stanton
443,D,The U.S. Senate votes 68
444,U,St. Paul
445,D,Willow Island disaster
446,U,WAC abolished; women integrated into regular Army.
447,U,Pete Rose of the Cincinnati Reds gets his 3
448,U,A bomb explodes in the security section of Northwestern University
449,U,In Atlantic City
450,U,California voters approve Proposition 13
451,U,The Church of Jesus Christ of Latter-day Saints extends the priesthood and temple blessings to "all worthy males"
452,D,Serial killer David Berkowitz
453,D,Kentucky Fried Chicken magnate and former Boston Celtics owner John Y. Brown Jr. is elected Governor of Kentucky.
454,D,U.S. Senator Ted Kennedy announces that he will challenge President Jimmy Carter for the 1980 Democratic presidential nomination.
455,U,Nuclear false alarm: the NORAD computers and the Alternate National Military Command Center in Fort Ritchie
456,U,Iran hostage crisis: In response to the hostage situation in Tehran
457,U,Iran hostage crisis: U.S. President Jimmy Carter issues Executive Order 12170
458,D,After false radio reports from the Ayatollah Khomeini that the Americans had occupied the Grand Mosque in Mecca
459,D,Eleven fans are killed during a stampede for seats before a The Who concert at the Riverfront Coliseum in Cincinnati
460,D,The United States dollar exchange rate with the Deutsche Mark falls to 1.7079 DM
461,U,The world premiere for Star Trek: The Motion Picture is held at the Smithsonian Institution in Washington
462,D,Chrysler receives government loan guarantees upon the request of CEO Lee Iacocca.
463,U,U.S. President Jimmy Carter proclaims a grain embargo against the USSR with the support of the European Commission.
464,U,U.S. President Jimmy Carter signs legislation approving $1.5 billion in loan guarantees to bail out the Chrysler Corporation.
465,U,Paul McCartney was arrested in Tokyo
466,U,The Chicago
467,U,The 5.8 .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}Mw Livermore earthquake shakes the East Bay area of California with a maximum Mercalli intensity of VII (Very strong). This first event in a doublet earthquake is followed two days later by a 5.4 Mw  shock. Total financial losses from the events is $11.5 million.
468,U,The 180' coast guard buoy tender USCGC BLACKTHORN collided with the 600' tanker SS CAPRICORN in the Tampa Bay shipping channel. The coast guard vessel capsized and sank after becoming entangled in CAPRICORN'S anchor chain. 23 of BLACKTHORN'S 50 crew members perished in the accident.
469,U,The XIII Winter Olympics open in Lake Placid
470,D,David Sanborn releases his fourth solo studio album
471,D,The United States Olympic Hockey Team defeats the Soviet Union in the medal round of the Winter Olympics
472,D,Channel Islands National Park is established.
473,D,Mafioso Angelo Bruno is assassinated in Philadelphia.
474,D,U.S. President Jimmy Carter announces that the United States will boycott the 1980 Summer Olympics in Moscow.
475,D,Silver Thursday: A steep fall in silver prices
476,U,Chicago
477,U,The 1980 United States Census begins. There are 226
478,U,New York City's Transport Works Union Local 100 goes on strike
479,D,The United States severs diplomatic relations with Iran and imposes economic sanctions
480,D,The 52nd Academy Awards ceremony
481,D,A mass exodus of Cubans to the United States known as the Mariel boatlift begins. It ends on October 31 by agreement between the two countries.
482,D,Rosie Ruiz wins the Boston Marathon
483,U,Pennsylvania Lottery Scandal: the Pennsylvania Lottery is rigged by six men including the host of the live TV drawing
484,U,Paul Geidel
485,D,James Alexander George Smith "Jags" McCartney
486,D,In Florida
487,D,In Norco
488,U,Rookie Magic Johnson scores 42 points to lead the Los Angeles Lakers to a 123–107 victory over the Philadelphia 76ers to clinch the National Basketball Association championship for the Lakers
489,U,The Department of Education begins operations.
490,D,The Empire Strikes Back is released.
491,U,Pac-Man
492,U,Stanley Kubrick's horror film
493,D,Vernon Jordan is shot and critically injured in an assassination attempt in Fort Wayne
494,D,U.S. Senator Ted Kennedy wins several primaries
495,D,A series of deadly tornadoes strikes Grand Island
496,U,In Los Angeles
497,U,A Unabomber bomb injures United Airlines president Percy Wood in Lake Forest
498,D,Augusta AVA becomes the first federally recognized American Viticultural Area.
499,U,September 6
500,U,U.S. President Jimmy Carter signs Proclamation 4771
501,U,The unemployment rate peaks at 7.8%
502,U,A severe and destructive thunderstorm strikes four counties in western Wisconsin
503,U,Former California Governor and actor Ronald Reagan is nominated for U.S. President
504,U,U.S. President Jimmy Carter defeats Senator Ted Kennedy to win renomination at the 1980 Democratic National Convention in New York City.
505,U,Actress Dorothy Stratten is murdered in Los Angeles (southern California)
506,U,The Robert Redford-directed film Ordinary People
507,D,The Washington Post publishes Janet Cooke's story of Jimmy
508,U,Digital Equipment Corporation
509,U,The Staggers Rail Act is enacted
510,U,James Hoskins murdered his girlfriend earlier that morning and forced his way into WCPO's television studio in Cincinnati
511,D,World Series: The Philadelphia Phillies beat the Kansas City Royals
512,D,U.S. President Jimmy Carter and Ronald Reagan debate in Cleveland
513,D,November 12
514,U,A Texaco oil rig breaks through to a mine under Lake Peigneur.
515,D,Millions of viewers tune into the U.S. soap opera Dallas to learn who shot lead character J. R. Ewing. The "Who shot J. R.?" event is a national obsession.
516,D,MGM Grand fire: A fire at the MGM Grand Hotel and Casino on the Las Vegas Strip kills 85 people.
517,D,John Lennon is shot and killed by Mark David Chapman in front of The Dakota apartment building in New York City.
518,D,Berkeley Breathed's comic strip Bloom County debuts in newspapers.
519,D,CERCLA is enacted by the U.S. Congress.
520,U,Richard Chase
521,U,A small plane crashes into the Swing Auditorium in San Bernardino
522,D,The John Bull becomes the oldest operable steam locomotive in the world
523,D,Ric Flair defeats Dusty Rhodes to win his first World Heavyweight Wrestling Championship in Kansas City.
524,D,Sandra Day O'Connor takes her seat as the first female justice of the U.S. Supreme Court.
525,D,The Rolling Stones begin their Tattoo You tour at JFK Stadium in Philadelphia.
526,U,The thrash metal band Metallica forms in Los Angeles.
527,U,The Los Angeles Dodgers defeat the New York Yankees
528,U,STS-2: Space Shuttle Columbia (Joe Engle
529,D,Luke and Laura marry on the U.S. soap opera General Hospital; it is the highest-rated hour in daytime television history.
530,D,Iran-Contra scandal: Ronald Reagan signs the top secret National Security Decision Directive 17 (NSDD-17)
531,U,Cold War: In Geneva
532,D,The No. 21 Mine explosion in Whitwell
533,D,Boxing: Muhammad Ali loses to Trevor Berbick; this proved to be Ali's last-ever fight.
534,D,The first American test-tube baby
535,D,The Commodore 64 8-bit home computer is launched by Commodore International in Las Vegas
536,U,AT&T agrees to divest itself into 22 subdivisions.
537,D,Shortly after takeoff
538,D,President Reagan delivers his first State of the Union Address.
539,U,United States Army Brigadier General James L. Dozier is rescued by the Italian anti-terrorism Nucleo Operativo Centrale di Sicurezza (NOCS) force after being held captive for 42 days by the Red Brigades.
540,D,Brake Masters
541,D,Late Night with David Letterman makes its debut on NBC. The first guest is Bill Murray
542,U,The United States places an embargo on Libyan oil imports
543,U,In Newport
544,D,A ground-breaking ceremony for the Vietnam Veterans Memorial is held in Washington
545,U,The 54th Academy Awards
546,U,A blizzard unprecedented in size for April dumps 1
547,U,Queen Beatrix becomes the first Dutch monarch to address the United States Congress.
548,U,Dennis Wardlow
549,D,A Unabomber bomb explodes in the computer science department at Vanderbilt University; secretary Janet Smith is injured.
550,D,Braniff International Airways is declared bankrupt and ceases all flights.
551,D,Steven Spielberg and Tobe Hooper's horror film collaboration
552,D,President Reagan becomes the first American chief executive to address a joint session of the British Parliament.
553,D,The Institute for Puerto Rican Policy is founded in New York City to research and advocate for Puerto Rican and Latino community issues. In 2006
554,U,The Equal Rights Amendment to the Constitution of the United States falls short of the 38 states needed to pass.
555,D,Larry Walters
556,U,Pan Am Flight 759 (Boeing 727) crashes in Kenner
557,U,Checker Motors Corporation
558,U,In New York City
559,U,Lebanese Civil War: A multinational force lands in Beirut to oversee the PLO withdrawal from Lebanon. French troops arrive August 21
560,U,School teacher Carl Robert Brown murders eight people inside a welding shop in Miami
561,D,The United States Air Force Space Command is founded.
562,U,Speaker O'Neill and President Reagan settle one of the most unforgettable deals in US history (Tax Equity and Fiscal Responsibility Act)
563,U,The first edition of USA Today is published.
564,U,13 year old Lisa Ann Millican is murdered in Georgia after being abducted from a mall three days earlier by Alvin and Judith Neelley. She is tortured and raped
565,D,October 1
566,U,In Orlando
567,D,The Garn
568,U,Car designer John DeLorean is arrested for selling cocaine to undercover FBI agents (he is later found not guilty on the grounds of entrapment).
569,U,World Series: The St. Louis Cardinals defeat the Milwaukee Brewers
570,U,The severe early 1980s recession ends sometime this month.
571,U,The unemployment rate peaks at 10.8%.
572,U,United States elections
573,U,The Dow Jones Industrial Average surges 43.41 points
